Date,Team,Opp,BO,Pos,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
"<a href=""wins.aspx?date=2016-07-31&team=Cubs&dh=0"">2016-07-31</a>",CHC,SEA,2,3B,1,4,6,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-07-30&team=Cubs&dh=0"">2016-07-30</a>",CHC,SEA,2,3B,1,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0.25
"<a href=""wins.aspx?date=2016-07-29&team=Cubs&dh=0"">2016-07-29</a>",CHC,SEA,2,3B,1,3,5,3,2,1,0,0,1,1,2,0,0,0,0,0,0,1,0,1
"<a href=""wins.aspx?date=2016-07-28&team=Cubs&dh=0"">2016-07-28</a>",CHC,CHW,2,3B,1,3,4,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0.333
"<a href=""wins.aspx?date=2016-07-27&team=Cubs&dh=0"">2016-07-27</a>",CHC,CHW,2,3B,1,3,4,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0.333
"<a href=""wins.aspx?date=2016-07-26&team=Cubs&dh=0"">2016-07-26</a>",CHC,@CHW,2,DH,1,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-07-25&team=Cubs&dh=0"">2016-07-25</a>",CHC,@CHW,2,3B,1,5,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4
"<a href=""wins.aspx?date=2016-07-24&team=Cubs&dh=0"">2016-07-24</a>",CHC,@MIL,2,3B,1,3,5,1,1,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0.333
"<a href=""wins.aspx?date=2016-07-23&team=Cubs&dh=0"">2016-07-23</a>",CHC,@MIL,2,3B,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-07-22&team=Cubs&dh=0"">2016-07-22</a>",CHC,@MIL,2,3B-LF,1,5,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.2
"<a href=""wins.aspx?date=2016-07-20&team=Cubs&dh=0"">2016-07-20</a>",CHC,NYM,2,3B,1,5,5,2,1,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0.4
"<a href=""wins.aspx?date=2016-07-19&team=Cubs&dh=0"">2016-07-19</a>",CHC,NYM,2,RF,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4
"<a href=""wins.aspx?date=2016-07-18&team=Cubs&dh=0"">2016-07-18</a>",CHC,NYM,2,3B,1,3,4,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.333
"<a href=""wins.aspx?date=2016-07-17&team=Cubs&dh=0"">2016-07-17</a>",CHC,TEX,2,3B,1,4,4,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-07-16&team=Cubs&dh=0"">2016-07-16</a>",CHC,TEX,2,RF-LF,1,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-07-15&team=Cubs&dh=0"">2016-07-15</a>",CHC,TEX,2,3B,1,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-07-10&team=Cubs&dh=0"">2016-07-10</a>",CHC,@PIT,2,LF,1,4,5,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.75
"<a href=""wins.aspx?date=2016-07-09&team=Cubs&dh=0"">2016-07-09</a>",CHC,@PIT,2,LF,1,3,5,1,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0.333
"<a href=""wins.aspx?date=2016-07-08&team=Cubs&dh=0"">2016-07-08</a>",CHC,@PIT,2,RF-LF,1,4,5,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.5
"<a href=""wins.aspx?date=2016-07-07&team=Cubs&dh=0"">2016-07-07</a>",CHC,ATL,2,LF,1,1,4,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-07-06&team=Cubs&dh=0"">2016-07-06</a>",CHC,CIN,2,RF,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-07-05&team=Cubs&dh=0"">2016-07-05</a>",CHC,CIN,2,3B,1,5,5,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0.2
"<a href=""wins.aspx?date=2016-07-04&team=Cubs&dh=0"">2016-07-04</a>",CHC,CIN,2,LF,1,1,3,1,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,1
"<a href=""wins.aspx?date=2016-07-03&team=Cubs&dh=0"">2016-07-03</a>",CHC,@NYM,3,RF,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-07-02&team=Cubs&dh=0"">2016-07-02</a>",CHC,@NYM,3,3B,1,4,4,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-07-01&team=Cubs&dh=0"">2016-07-01</a>",CHC,@NYM,3,LF-3B,1,3,4,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0.333
"<a href=""wins.aspx?date=2016-06-30&team=Cubs&dh=0"">2016-06-30</a>",CHC,@NYM,2,3B,1,5,5,1,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0.2
"<a href=""wins.aspx?date=2016-06-29&team=Cubs&dh=0"">2016-06-29</a>",CHC,@CIN,2,3B,1,4,5,2,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0.5
"<a href=""wins.aspx?date=2016-06-28&team=Cubs&dh=0"">2016-06-28</a>",CHC,@CIN,3,3B,1,5,7,1,1,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0.2
"<a href=""wins.aspx?date=2016-06-27&team=Cubs&dh=0"">2016-06-27</a>",CHC,@CIN,3,3B-RF-LF,1,5,5,5,0,2,0,3,4,6,0,0,0,0,0,0,0,0,0,1
"<a href=""wins.aspx?date=2016-06-26&team=Cubs&dh=0"">2016-06-26</a>",CHC,@MIA,3,3B,1,3,4,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0
"<a href=""wins.aspx?date=2016-06-25&team=Cubs&dh=0"">2016-06-25</a>",CHC,@MIA,2,3B-CF,1,4,5,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-06-24&team=Cubs&dh=0"">2016-06-24</a>",CHC,@MIA,2,1B-3B,1,4,5,1,0,0,0,1,2,1,1,0,3,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-06-23&team=Cubs&dh=0"">2016-06-23</a>",CHC,@MIA,3,LF,1,2,4,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0.5
"<a href=""wins.aspx?date=2016-06-22&team=Cubs&dh=0"">2016-06-22</a>",CHC,STL,3,3B-1B,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-06-21&team=Cubs&dh=0"">2016-06-21</a>",CHC,STL,3,3B-LF,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-06-20&team=Cubs&dh=0"">2016-06-20</a>",CHC,STL,3,LF,1,3,4,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.333
"<a href=""wins.aspx?date=2016-06-19&team=Cubs&dh=0"">2016-06-19</a>",CHC,PIT,3,RF-LF,1,4,5,1,0,0,0,1,2,1,1,0,3,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-06-18&team=Cubs&dh=0"">2016-06-18</a>",CHC,PIT,3,LF,1,3,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.333
"<a href=""wins.aspx?date=2016-06-15&team=Cubs&dh=0"">2016-06-15</a>",CHC,@WSN,3,LF,1,4,5,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-06-14&team=Cubs&dh=0"">2016-06-14</a>",CHC,@WSN,3,LF-3B,1,3,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-06-13&team=Cubs&dh=0"">2016-06-13</a>",CHC,@WSN,3,3B-LF,1,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-06-12&team=Cubs&dh=0"">2016-06-12</a>",CHC,@ATL,3,3B,1,2,5,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-06-11&team=Cubs&dh=0"">2016-06-11</a>",CHC,@ATL,3,3B,1,4,5,2,0,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0.5
"<a href=""wins.aspx?date=2016-06-10&team=Cubs&dh=0"">2016-06-10</a>",CHC,@ATL,3,3B,1,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-06-08&team=Cubs&dh=0"">2016-06-08</a>",CHC,@PHI,3,3B,1,5,5,2,1,0,0,1,2,2,0,0,2,0,0,0,0,1,0,0.4
"<a href=""wins.aspx?date=2016-06-07&team=Cubs&dh=0"">2016-06-07</a>",CHC,@PHI,3,LF,1,4,4,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-06-06&team=Cubs&dh=0"">2016-06-06</a>",CHC,@PHI,3,3B,1,5,5,3,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0.6
"<a href=""wins.aspx?date=2016-06-05&team=Cubs&dh=0"">2016-06-05</a>",CHC,ARI,3,1B,1,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-06-04&team=Cubs&dh=0"">2016-06-04</a>",CHC,ARI,3,3B-LF,1,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-06-03&team=Cubs&dh=0"">2016-06-03</a>",CHC,ARI,3,LF,1,3,4,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0.333
"<a href=""wins.aspx?date=2016-06-02&team=Cubs&dh=0"">2016-06-02</a>",CHC,LAD,3,3B,1,4,4,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.25
"<a href=""wins.aspx?date=2016-06-01&team=Cubs&dh=0"">2016-06-01</a>",CHC,LAD,3,LF,1,4,4,1,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-05-31&team=Cubs&dh=0"">2016-05-31</a>",CHC,LAD,3,3B-SS,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-05-30&team=Cubs&dh=0"">2016-05-30</a>",CHC,LAD,3,3B,1,4,4,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-05-29&team=Cubs&dh=0"">2016-05-29</a>",CHC,PHI,3,3B,1,3,4,2,2,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0.667
"<a href=""wins.aspx?date=2016-05-28&team=Cubs&dh=0"">2016-05-28</a>",CHC,PHI,3,3B-LF,1,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-05-27&team=Cubs&dh=0"">2016-05-27</a>",CHC,PHI,3,1B-LF,1,3,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.333
"<a href=""wins.aspx?date=2016-05-25&team=Cubs&dh=0"">2016-05-25</a>",CHC,@STL,3,LF,1,3,5,2,1,0,0,1,2,3,1,0,1,1,0,0,0,0,0,0.667
"<a href=""wins.aspx?date=2016-05-24&team=Cubs&dh=0"">2016-05-24</a>",CHC,@STL,3,3B,1,6,6,2,2,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0.333
"<a href=""wins.aspx?date=2016-05-23&team=Cubs&dh=0"">2016-05-23</a>",CHC,@STL,2,RF,1,4,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-05-22&team=Cubs&dh=0"">2016-05-22</a>",CHC,@SFG,3,3B,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-05-21&team=Cubs&dh=0"">2016-05-21</a>",CHC,@SFG,2,3B,1,4,5,2,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.5
"<a href=""wins.aspx?date=2016-05-20&team=Cubs&dh=0"">2016-05-20</a>",CHC,@SFG,3,3B-RF,1,5,5,2,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0.4
"<a href=""wins.aspx?date=2016-05-19&team=Cubs&dh=0"">2016-05-19</a>",CHC,@MIL,3,3B-LF,1,3,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-05-18&team=Cubs&dh=0"">2016-05-18</a>",CHC,@MIL,3,1B-LF,1,5,6,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.4
"<a href=""wins.aspx?date=2016-05-17&team=Cubs&dh=0"">2016-05-17</a>",CHC,@MIL,3,LF,1,4,4,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-05-15&team=Cubs&dh=0"">2016-05-15</a>",CHC,PIT,3,LF,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-05-14&team=Cubs&dh=0"">2016-05-14</a>",CHC,PIT,3,3B-LF,1,4,5,1,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-05-13&team=Cubs&dh=0"">2016-05-13</a>",CHC,PIT,3,3B-LF,1,4,4,1,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-05-11&team=Cubs&dh=2"">2016-05-11</a>",CHC,SDP,3,3B-LF,1,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.333
"<a href=""wins.aspx?date=2016-05-11&team=Cubs&dh=1"">2016-05-11</a>",CHC,SDP,3,RF-LF,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-05-10&team=Cubs&dh=0"">2016-05-10</a>",CHC,SDP,3,LF,1,5,5,1,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0.2
"<a href=""wins.aspx?date=2016-05-08&team=Cubs&dh=0"">2016-05-08</a>",CHC,WSN,3,3B-LF,1,6,6,3,2,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0.5
"<a href=""wins.aspx?date=2016-05-07&team=Cubs&dh=0"">2016-05-07</a>",CHC,WSN,3,3B-LF,1,4,5,1,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-05-06&team=Cubs&dh=0"">2016-05-06</a>",CHC,WSN,3,LF,1,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"<a href=""wins.aspx?date=2016-05-05&team=Cubs&dh=0"">2016-05-05</a>",CHC,WSN,3,RF,1,4,4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-05-04&team=Cubs&dh=0"">2016-05-04</a>",CHC,@PIT,3,LF,1,4,5,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-05-03&team=Cubs&dh=0"">2016-05-03</a>",CHC,@PIT,3,RF,1,5,5,3,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.6
"<a href=""wins.aspx?date=2016-05-02&team=Cubs&dh=0"">2016-05-02</a>",CHC,@PIT,3,LF,1,3,5,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0.333
"<a href=""wins.aspx?date=2016-05-01&team=Cubs&dh=0"">2016-05-01</a>",CHC,ATL,3,LF,1,4,5,1,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0.25
"<a href=""wins.aspx?date=2016-04-28&team=Cubs&dh=0"">2016-04-28</a>",CHC,MIL,3,LF,1,1,3,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1
"<a href=""wins.aspx?date=2016-04-26&team=Cubs&dh=0"">2016-04-26</a>",CHC,MIL,3,3B-LF,1,3,4,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0.333
"<a href=""wins.aspx?date=2016-04-24&team=Cubs&dh=0"">2016-04-24</a>",CHC,@CIN,3,3B,1,3,5,2,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0.667
"<a href=""wins.aspx?date=2016-04-23&team=Cubs&dh=0"">2016-04-23</a>",CHC,@CIN,3,LF,1,5,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.2
